year,acs_period,geography_type,geography_id,geography_name,total_population,median_household_income
2012,2008-2012,ZCTA,81211,ZCTA 81211,7157,46429
2013,2009-2013,ZCTA,81211,ZCTA 81211,7144,49648
2014,2010-2014,ZCTA,81211,ZCTA 81211,7364,50392
2015,2011-2015,ZCTA,81211,ZCTA 81211,7275,51374
2016,2012-2016,ZCTA,81211,ZCTA 81211,7711,52011
2017,2013-2017,ZCTA,81211,ZCTA 81211,8178,53779
2018,2014-2018,ZCTA,81211,ZCTA 81211,8076,53731
2019,2015-2019,ZCTA,81211,ZCTA 81211,8281,52813
2020,2016-2020,ZCTA,81211,ZCTA 81211,9017,52287
2021,2017-2021,ZCTA,81211,ZCTA 81211,8156,54747
2022,2018-2022,ZCTA,81211,ZCTA 81211,8007,60529
2023,2019-2023,ZCTA,81211,ZCTA 81211,8191,62132
2024,2020-2024,ZCTA,81211,ZCTA 81211,8302,88083
2011,2007-2011,ZCTA,81212,ZCTA 81212,30300,38539
2012,2008-2012,ZCTA,81212,ZCTA 81212,30143,41782
2013,2009-2013,ZCTA,81212,ZCTA 81212,29956,40138
2014,2010-2014,ZCTA,81212,ZCTA 81212,30211,40812
2015,2011-2015,ZCTA,81212,ZCTA 81212,30263,40596
2016,2012-2016,ZCTA,81212,ZCTA 81212,29996,42375
2017,2013-2017,ZCTA,81212,ZCTA 81212,30053,44535
2018,2014-2018,ZCTA,81212,ZCTA 81212,30743,46946
2019,2015-2019,ZCTA,81212,ZCTA 81212,30986,49200
2020,2016-2020,ZCTA,81212,ZCTA 81212,31129,55881
2021,2017-2021,ZCTA,81212,ZCTA 81212,31899,54818
2022,2018-2022,ZCTA,81212,ZCTA 81212,32146,57262
2023,2019-2023,ZCTA,81212,ZCTA 81212,32355,63545
2024,2020-2024,ZCTA,81212,ZCTA 81212,32292,64235
2011,2007-2011,ZCTA,81220,ZCTA 81220,183,80714
2012,2008-2012,ZCTA,81220,ZCTA 81220,127,57917
2013,2009-2013,ZCTA,81220,ZCTA 81220,111,51875
2014,2010-2014,ZCTA,81220,ZCTA 81220,117,62188
2015,2011-2015,ZCTA,81220,ZCTA 81220,145,79167
2016,2012-2016,ZCTA,81220,ZCTA 81220,135,80417
2017,2013-2017,ZCTA,81220,ZCTA 81220,136,82188
2018,2014-2018,ZCTA,81220,ZCTA 81220,134,66875
2019,2015-2019,ZCTA,81220,ZCTA 81220,155,65313
2020,2016-2020,ZCTA,81220,ZCTA 81220,118,51563
2021,2017-2021,ZCTA,81220,ZCTA 81220,139,65625
2022,2018-2022,ZCTA,81220,ZCTA 81220,132,57813
2023,2019-2023,ZCTA,81220,ZCTA 81220,218,237955
2024,2020-2024,ZCTA,81220,ZCTA 81220,251,250001
2011,2007-2011,ZCTA,81221,ZCTA 81221,257,37750
2012,2008-2012,ZCTA,81221,ZCTA 81221,269,38571
2013,2009-2013,ZCTA,81221,ZCTA 81221,279,38750
2014,2010-2014,ZCTA,81221,ZCTA 81221,274,39844
2015,2011-2015,ZCTA,81221,ZCTA 81221,286,40625
2016,2012-2016,ZCTA,81221,ZCTA 81221,264,46250
2017,2013-2017,ZCTA,81221,ZCTA 81221,334,50278
2018,2014-2018,ZCTA,81221,ZCTA 81221,346,46389
2019,2015-2019,ZCTA,81221,ZCTA 81221,306,41250
2020,2016-2020,ZCTA,81221,ZCTA 81221,304,34886
2021,2017-2021,ZCTA,81221,ZCTA 81221,414,36471
2022,2018-2022,ZCTA,81221,ZCTA 81221,452,37016
2023,2019-2023,ZCTA,81221,ZCTA 81221,360,41000
2024,2020-2024,ZCTA,81221,ZCTA 81221,324,34000
2011,2007-2011,ZCTA,81222,ZCTA 81222,171,37727
2012,2008-2012,ZCTA,81222,ZCTA 81222,175,35417
2013,2009-2013,ZCTA,81222,ZCTA 81222,388,37011
2014,2010-2014,ZCTA,81222,ZCTA 81222,378,27250
2015,2011-2015,ZCTA,81222,ZCTA 81222,441,38393
2016,2012-2016,ZCTA,81222,ZCTA 81222,515,
2017,2013-2017,ZCTA,81222,ZCTA 81222,544,
2018,2014-2018,ZCTA,81222,ZCTA 81222,460,
2019,2015-2019,ZCTA,81222,ZCTA 81222,387,76094
2020,2016-2020,ZCTA,81222,ZCTA 81222,240,58859
2021,2017-2021,ZCTA,81222,ZCTA 81222,425,
2022,2018-2022,ZCTA,81222,ZCTA 81222,379,
2023,2019-2023,ZCTA,81222,ZCTA 81222,276,
2024,2020-2024,ZCTA,81222,ZCTA 81222,538,
2011,2007-2011,ZCTA,81223,ZCTA 81223,1460,41218
2012,2008-2012,ZCTA,81223,ZCTA 81223,1531,38802
2013,2009-2013,ZCTA,81223,ZCTA 81223,1402,38039
2014,2010-2014,ZCTA,81223,ZCTA 81223,1480,39375
2015,2011-2015,ZCTA,81223,ZCTA 81223,1507,34479
2016,2012-2016,ZCTA,81223,ZCTA 81223,1412,32398
2017,2013-2017,ZCTA,81223,ZCTA 81223,1376,34750
2018,2014-2018,ZCTA,81223,ZCTA 81223,1439,31905
2019,2015-2019,ZCTA,81223,ZCTA 81223,1244,33462
2020,2016-2020,ZCTA,81223,ZCTA 81223,1760,35000
2021,2017-2021,ZCTA,81223,ZCTA 81223,1822,38634
2022,2018-2022,ZCTA,81223,ZCTA 81223,2023,42534
2023,2019-2023,ZCTA,81223,ZCTA 81223,2175,46587
2024,2020-2024,ZCTA,81223,ZCTA 81223,2457,51889
2011,2007-2011,ZCTA,81224,ZCTA 81224,2881,63514
2012,2008-2012,ZCTA,81224,ZCTA 81224,3603,65000
2013,2009-2013,ZCTA,81224,ZCTA 81224,3689,72409
2014,2010-2014,ZCTA,81224,ZCTA 81224,3677,69890
2015,2011-2015,ZCTA,81224,ZCTA 81224,3827,70924
2016,2012-2016,ZCTA,81224,ZCTA 81224,3631,75833
2017,2013-2017,ZCTA,81224,ZCTA 81224,3420,81587
2018,2014-2018,ZCTA,81224,ZCTA 81224,3374,69714
2019,2015-2019,ZCTA,81224,ZCTA 81224,3207,84688
2020,2016-2020,ZCTA,81224,ZCTA 81224,3291,74375
2021,2017-2021,ZCTA,81224,ZCTA 81224,3468,76447
2022,2018-2022,ZCTA,81224,ZCTA 81224,3431,84769
2023,2019-2023,ZCTA,81224,ZCTA 81224,3439,97535
2024,2020-2024,ZCTA,81224,ZCTA 81224,3101,89907
2011,2007-2011,ZCTA,81225,ZCTA 81225,709,53676
2012,2008-2012,ZCTA,81225,ZCTA 81225,755,52458
2013,2009-2013,ZCTA,81225,ZCTA 81225,783,51758
2014,2010-2014,ZCTA,81225,ZCTA 81225,857,51563
2015,2011-2015,ZCTA,81225,ZCTA 81225,916,51458
2016,2012-2016,ZCTA,81225,ZCTA 81225,1247,55000
2017,2013-2017,ZCTA,81225,ZCTA 81225,1353,56944
2018,2014-2018,ZCTA,81225,ZCTA 81225,1470,63616
2019,2015-2019,ZCTA,81225,ZCTA 81225,1452,91136
2020,2016-2020,ZCTA,81225,ZCTA 81225,1328,80521
2021,2017-2021,ZCTA,81225,ZCTA 81225,1052,94091
2022,2018-2022,ZCTA,81225,ZCTA 81225,1028,101550
2023,2019-2023,ZCTA,81225,ZCTA 81225,829,93182
2024,2020-2024,ZCTA,81225,ZCTA 81225,823,85357
2011,2007-2011,ZCTA,81226,ZCTA 81226,8848,38977
2012,2008-2012,ZCTA,81226,ZCTA 81226,8995,34948
2013,2009-2013,ZCTA,81226,ZCTA 81226,9132,40243
2014,2010-2014,ZCTA,81226,ZCTA 81226,9090,37449
2015,2011-2015,ZCTA,81226,ZCTA 81226,9162,39888
2016,2012-2016,ZCTA,81226,ZCTA 81226,9288,40378
2017,2013-2017,ZCTA,81226,ZCTA 81226,9041,41714
2018,2014-2018,ZCTA,81226,ZCTA 81226,8959,42684
2019,2015-2019,ZCTA,81226,ZCTA 81226,9295,48125
2020,2016-2020,ZCTA,81226,ZCTA 81226,9110,47321
2021,2017-2021,ZCTA,81226,ZCTA 81226,9266,52623
2022,2018-2022,ZCTA,81226,ZCTA 81226,8221,58487
2023,2019-2023,ZCTA,81226,ZCTA 81226,7933,59450
2024,2020-2024,ZCTA,81226,ZCTA 81226,7459,53969
2011,2007-2011,ZCTA,81227,ZCTA 81227,0,
2012,2008-2012,ZCTA,81227,ZCTA 81227,0,
2013,2009-2013,ZCTA,81227,ZCTA 81227,0,
2014,2010-2014,ZCTA,81227,ZCTA 81227,12,
2015,2011-2015,ZCTA,81227,ZCTA 81227,8,
2016,2012-2016,ZCTA,81227,ZCTA 81227,7,
2017,2013-2017,ZCTA,81227,ZCTA 81227,5,
2018,2014-2018,ZCTA,81227,ZCTA 81227,6,
2019,2015-2019,ZCTA,81227,ZCTA 81227,0,
2020,2016-2020,ZCTA,81227,ZCTA 81227,0,
2021,2017-2021,ZCTA,81227,ZCTA 81227,0,
2022,2018-2022,ZCTA,81227,ZCTA 81227,0,
2023,2019-2023,ZCTA,81227,ZCTA 81227,0,
2024,2020-2024,ZCTA,81227,ZCTA 81227,93,
2021,2017-2021,ZCTA,81228,ZCTA 81228,0,
2022,2018-2022,ZCTA,81228,ZCTA 81228,0,
2023,2019-2023,ZCTA,81228,ZCTA 81228,0,
2024,2020-2024,ZCTA,81228,ZCTA 81228,0,
2011,2007-2011,ZCTA,81230,ZCTA 81230,9574,46083
2012,2008-2012,ZCTA,81230,ZCTA 81230,9179,47468
2013,2009-2013,ZCTA,81230,ZCTA 81230,9106,45169
2014,2010-2014,ZCTA,81230,ZCTA 81230,9235,45915
2015,2011-2015,ZCTA,81230,ZCTA 81230,8982,43475
2016,2012-2016,ZCTA,81230,ZCTA 81230,9128,44180
2017,2013-2017,ZCTA,81230,ZCTA 81230,9497,47018
2018,2014-2018,ZCTA,81230,ZCTA 81230,9718,52707
2019,2015-2019,ZCTA,81230,ZCTA 81230,10041,51646
2020,2016-2020,ZCTA,81230,ZCTA 81230,10110,55242
2021,2017-2021,ZCTA,81230,ZCTA 81230,10676,58032
2022,2018-2022,ZCTA,81230,ZCTA 81230,10694,70377
2023,2019-2023,ZCTA,81230,ZCTA 81230,10956,71263
2024,2020-2024,ZCTA,81230,ZCTA 81230,10971,77942
2011,2007-2011,ZCTA,81231,ZCTA 81231,675,
2012,2008-2012,ZCTA,81231,ZCTA 81231,657,
2013,2009-2013,ZCTA,81231,ZCTA 81231,618,
2014,2010-2014,ZCTA,81231,ZCTA 81231,567,
2015,2011-2015,ZCTA,81231,ZCTA 81231,724,
2016,2012-2016,ZCTA,81231,ZCTA 81231,707,
2017,2013-2017,ZCTA,81231,ZCTA 81231,697,
2018,2014-2018,ZCTA,81231,ZCTA 81231,680,
2019,2015-2019,ZCTA,81231,ZCTA 81231,640,
2020,2016-2020,ZCTA,81231,ZCTA 81231,649,
2011,2007-2011,ZCTA,81232,ZCTA 81232,88,53500
2012,2008-2012,ZCTA,81232,ZCTA 81232,91,54063
2013,2009-2013,ZCTA,81232,ZCTA 81232,44,
2014,2010-2014,ZCTA,81232,ZCTA 81232,5,
2015,2011-2015,ZCTA,81232,ZCTA 81232,6,
2016,2012-2016,ZCTA,81232,ZCTA 81232,7,
2017,2013-2017,ZCTA,81232,ZCTA 81232,7,
2018,2014-2018,ZCTA,81232,ZCTA 81232,27,
2019,2015-2019,ZCTA,81232,ZCTA 81232,17,
2020,2016-2020,ZCTA,81232,ZCTA 81232,122,
2021,2017-2021,ZCTA,81232,ZCTA 81232,45,
2022,2018-2022,ZCTA,81232,ZCTA 81232,32,
2023,2019-2023,ZCTA,81232,ZCTA 81232,0,
2024,2020-2024,ZCTA,81232,ZCTA 81232,0,
2011,2007-2011,ZCTA,81233,ZCTA 81233,1070,45729
2012,2008-2012,ZCTA,81233,ZCTA 81233,1172,48533
2013,2009-2013,ZCTA,81233,ZCTA 81233,1153,50714
2014,2010-2014,ZCTA,81233,ZCTA 81233,1176,43167
2015,2011-2015,ZCTA,81233,ZCTA 81233,845,50326
2016,2012-2016,ZCTA,81233,ZCTA 81233,849,45139
2017,2013-2017,ZCTA,81233,ZCTA 81233,916,54583
2018,2014-2018,ZCTA,81233,ZCTA 81233,872,51058
2019,2015-2019,ZCTA,81233,ZCTA 81233,1005,57361
2020,2016-2020,ZCTA,81233,ZCTA 81233,882,
2021,2017-2021,ZCTA,81233,ZCTA 81233,1006,53897
2022,2018-2022,ZCTA,81233,ZCTA 81233,1019,55560
2023,2019-2023,ZCTA,81233,ZCTA 81233,1159,57664
2024,2020-2024,ZCTA,81233,ZCTA 81233,966,60386
2011,2007-2011,ZCTA,81235,ZCTA 81235,637,78472
2012,2008-2012,ZCTA,81235,ZCTA 81235,680,55000
2013,2009-2013,ZCTA,81235,ZCTA 81235,714,56029
2014,2010-2014,ZCTA,81235,ZCTA 81235,737,54417
2015,2011-2015,ZCTA,81235,ZCTA 81235,740,56979
2016,2012-2016,ZCTA,81235,ZCTA 81235,753,50227
2017,2013-2017,ZCTA,81235,ZCTA 81235,737,49375
2018,2014-2018,ZCTA,81235,ZCTA 81235,797,51563
2019,2015-2019,ZCTA,81235,ZCTA 81235,795,56518
2020,2016-2020,ZCTA,81235,ZCTA 81235,740,38750
2021,2017-2021,ZCTA,81235,ZCTA 81235,800,50500
2022,2018-2022,ZCTA,81235,ZCTA 81235,829,59205
2023,2019-2023,ZCTA,81235,ZCTA 81235,845,67750
2024,2020-2024,ZCTA,81235,ZCTA 81235,912,79000
2011,2007-2011,ZCTA,81236,ZCTA 81236,1064,57306
2012,2008-2012,ZCTA,81236,ZCTA 81236,899,60568
2013,2009-2013,ZCTA,81236,ZCTA 81236,923,61375
2014,2010-2014,ZCTA,81236,ZCTA 81236,889,65122
2015,2011-2015,ZCTA,81236,ZCTA 81236,935,63787
2016,2012-2016,ZCTA,81236,ZCTA 81236,958,66419
2017,2013-2017,ZCTA,81236,ZCTA 81236,1026,65944
2018,2014-2018,ZCTA,81236,ZCTA 81236,1364,59484
2019,2015-2019,ZCTA,81236,ZCTA 81236,1271,61288
2020,2016-2020,ZCTA,81236,ZCTA 81236,1207,62292
2021,2017-2021,ZCTA,81236,ZCTA 81236,1096,71953
2022,2018-2022,ZCTA,81236,ZCTA 81236,1738,91082
2023,2019-2023,ZCTA,81236,ZCTA 81236,1290,96372
2024,2020-2024,ZCTA,81236,ZCTA 81236,1748,98170
2011,2007-2011,ZCTA,81237,ZCTA 81237,98,32353
2012,2008-2012,ZCTA,81237,ZCTA 81237,106,73125
2013,2009-2013,ZCTA,81237,ZCTA 81237,132,32198
2014,2010-2014,ZCTA,81237,ZCTA 81237,152,34618
2015,2011-2015,ZCTA,81237,ZCTA 81237,123,58021
2016,2012-2016,ZCTA,81237,ZCTA 81237,49,72500
2017,2013-2017,ZCTA,81237,ZCTA 81237,57,73824
2018,2014-2018,ZCTA,81237,ZCTA 81237,38,76607
2019,2015-2019,ZCTA,81237,ZCTA 81237,26,
2020,2016-2020,ZCTA,81237,ZCTA 81237,49,
2021,2017-2021,ZCTA,81237,ZCTA 81237,115,136250
2022,2018-2022,ZCTA,81237,ZCTA 81237,143,
2023,2019-2023,ZCTA,81237,ZCTA 81237,168,
