year,acs_period,geography_type,geography_id,geography_name,total_population,median_household_income
2016,2012-2016,Place,37215,Holly town,932,32500
2017,2013-2017,Place,37215,Holly town,938,34938
2018,2014-2018,Place,37215,Holly town,970,41528
2019,2015-2019,Place,37215,Holly town,841,40063
2020,2016-2020,Place,37215,Holly town,793,32663
2021,2017-2021,Place,37215,Holly town,809,32500
2022,2018-2022,Place,37215,Holly town,771,37679
2023,2019-2023,Place,37215,Holly town,556,
2024,2020-2024,Place,37215,Holly town,665,33750
2009,2005-2009,Place,37270,Holyoke city,2408,37105
2010,2006-2010,Place,37270,Holyoke city,2317,44046
2011,2007-2011,Place,37270,Holyoke city,2200,40792
2012,2008-2012,Place,37270,Holyoke city,2354,39890
2013,2009-2013,Place,37270,Holyoke city,2273,38646
2014,2010-2014,Place,37270,Holyoke city,2339,42413
2015,2011-2015,Place,37270,Holyoke city,2185,43419
2016,2012-2016,Place,37270,Holyoke city,2314,46625
2017,2013-2017,Place,37270,Holyoke city,2316,61563
2018,2014-2018,Place,37270,Holyoke city,2407,51146
2019,2015-2019,Place,37270,Holyoke city,2484,51406
2020,2016-2020,Place,37270,Holyoke city,2596,47192
2021,2017-2021,Place,37270,Holyoke city,2416,48234
2022,2018-2022,Place,37270,Holyoke city,2430,51435
2023,2019-2023,Place,37270,Holyoke city,2378,54154
2024,2020-2024,Place,37270,Holyoke city,2382,52482
2009,2005-2009,Place,37380,Hooper town,82,26875
2010,2006-2010,Place,37380,Hooper town,94,23958
2011,2007-2011,Place,37380,Hooper town,84,18750
2012,2008-2012,Place,37380,Hooper town,94,12500
2013,2009-2013,Place,37380,Hooper town,119,14375
2014,2010-2014,Place,37380,Hooper town,79,12375
2015,2011-2015,Place,37380,Hooper town,55,24583
2016,2012-2016,Place,37380,Hooper town,56,25357
2017,2013-2017,Place,37380,Hooper town,58,26042
2018,2014-2018,Place,37380,Hooper town,53,25625
2019,2015-2019,Place,37380,Hooper town,81,23500
2020,2016-2020,Place,37380,Hooper town,65,
2021,2017-2021,Place,37380,Hooper town,162,39375
2022,2018-2022,Place,37380,Hooper town,178,42143
2023,2019-2023,Place,37380,Hooper town,168,44844
2024,2020-2024,Place,37380,Hooper town,152,46875
2009,2005-2009,Place,37600,Hot Sulphur Springs town,762,49688
2010,2006-2010,Place,37600,Hot Sulphur Springs town,942,68250
2011,2007-2011,Place,37600,Hot Sulphur Springs town,1055,71094
2012,2008-2012,Place,37600,Hot Sulphur Springs town,815,83000
2013,2009-2013,Place,37600,Hot Sulphur Springs town,831,62083
2014,2010-2014,Place,37600,Hot Sulphur Springs town,718,49583
2015,2011-2015,Place,37600,Hot Sulphur Springs town,772,50250
2016,2012-2016,Place,37600,Hot Sulphur Springs town,799,51172
2017,2013-2017,Place,37600,Hot Sulphur Springs town,929,53882
2018,2014-2018,Place,37600,Hot Sulphur Springs town,809,54737
2019,2015-2019,Place,37600,Hot Sulphur Springs town,859,52639
2020,2016-2020,Place,37600,Hot Sulphur Springs town,890,74125
2021,2017-2021,Place,37600,Hot Sulphur Springs town,873,81250
2022,2018-2022,Place,37600,Hot Sulphur Springs town,906,83125
2023,2019-2023,Place,37600,Hot Sulphur Springs town,977,90221
2024,2020-2024,Place,37600,Hot Sulphur Springs town,1108,106600
2009,2005-2009,Place,37545,Hotchkiss town,817,42083
2010,2006-2010,Place,37545,Hotchkiss town,808,41607
2011,2007-2011,Place,37545,Hotchkiss town,842,42857
2012,2008-2012,Place,37545,Hotchkiss town,998,35313
2013,2009-2013,Place,37545,Hotchkiss town,1119,40221
2014,2010-2014,Place,37545,Hotchkiss town,1011,34702
2015,2011-2015,Place,37545,Hotchkiss town,932,31818
2016,2012-2016,Place,37545,Hotchkiss town,967,29813
2017,2013-2017,Place,37545,Hotchkiss town,895,30563
2018,2014-2018,Place,37545,Hotchkiss town,932,32386
2019,2015-2019,Place,37545,Hotchkiss town,890,34375
2020,2016-2020,Place,37545,Hotchkiss town,1230,36944
2021,2017-2021,Place,37545,Hotchkiss town,1273,44583
2022,2018-2022,Place,37545,Hotchkiss town,1083,53214
2023,2019-2023,Place,37545,Hotchkiss town,1147,58125
2024,2020-2024,Place,37545,Hotchkiss town,1224,54545
2010,2006-2010,Place,37655,Howard CDP,984,32781
2011,2007-2011,Place,37655,Howard CDP,964,37051
2012,2008-2012,Place,37655,Howard CDP,1019,48696
2013,2009-2013,Place,37655,Howard CDP,1008,50786
2014,2010-2014,Place,37655,Howard CDP,1057,43917
2015,2011-2015,Place,37655,Howard CDP,794,51793
2016,2012-2016,Place,37655,Howard CDP,772,52353
2017,2013-2017,Place,37655,Howard CDP,882,55323
2018,2014-2018,Place,37655,Howard CDP,829,54083
2019,2015-2019,Place,37655,Howard CDP,906,77981
2020,2016-2020,Place,37655,Howard CDP,769,74844
2021,2017-2021,Place,37655,Howard CDP,962,54706
2022,2018-2022,Place,37655,Howard CDP,976,55970
2023,2019-2023,Place,37655,Howard CDP,1159,57664
2024,2020-2024,Place,37655,Howard CDP,966,60386
2009,2005-2009,Place,37820,Hudson town,1637,55846
2010,2006-2010,Place,37820,Hudson town,1594,53242
2011,2007-2011,Place,37820,Hudson town,1936,57850
2012,2008-2012,Place,37820,Hudson town,1622,60741
2013,2009-2013,Place,37820,Hudson town,1676,54167
2014,2010-2014,Place,37820,Hudson town,2475,48393
2015,2011-2015,Place,37820,Hudson town,2138,49306
2016,2012-2016,Place,37820,Hudson town,2079,48438
2017,2013-2017,Place,37820,Hudson town,1709,55595
2018,2014-2018,Place,37820,Hudson town,1722,67222
2019,2015-2019,Place,37820,Hudson town,2588,64803
2020,2016-2020,Place,37820,Hudson town,2691,52290
2021,2017-2021,Place,37820,Hudson town,2172,60679
2022,2018-2022,Place,37820,Hudson town,2167,73542
2023,2019-2023,Place,37820,Hudson town,1844,71429
2024,2020-2024,Place,37820,Hudson town,2006,81250
2009,2005-2009,Place,37875,Hugo town,778,32813
2010,2006-2010,Place,37875,Hugo town,753,31938
2011,2007-2011,Place,37875,Hugo town,675,33800
2012,2008-2012,Place,37875,Hugo town,607,37583
2013,2009-2013,Place,37875,Hugo town,631,32212
2014,2010-2014,Place,37875,Hugo town,654,34306
2015,2011-2015,Place,37875,Hugo town,670,32321
2016,2012-2016,Place,37875,Hugo town,620,33500
2017,2013-2017,Place,37875,Hugo town,669,38359
2018,2014-2018,Place,37875,Hugo town,683,41477
2019,2015-2019,Place,37875,Hugo town,707,50625
2020,2016-2020,Place,37875,Hugo town,749,47321
2021,2017-2021,Place,37875,Hugo town,951,55417
2022,2018-2022,Place,37875,Hugo town,929,60500
2023,2019-2023,Place,37875,Hugo town,915,47222
2024,2020-2024,Place,37875,Hugo town,970,48958
2009,2005-2009,Place,38370,Idaho Springs city,2076,49306
2010,2006-2010,Place,38370,Idaho Springs city,2018,39253
2011,2007-2011,Place,38370,Idaho Springs city,1824,46354
2012,2008-2012,Place,38370,Idaho Springs city,1827,45000
2013,2009-2013,Place,38370,Idaho Springs city,1827,51118
2014,2010-2014,Place,38370,Idaho Springs city,1971,52064
2015,2011-2015,Place,38370,Idaho Springs city,1996,46480
2016,2012-2016,Place,38370,Idaho Springs city,1937,52528
2017,2013-2017,Place,38370,Idaho Springs city,1970,50833
2018,2014-2018,Place,38370,Idaho Springs city,1886,47986
2019,2015-2019,Place,38370,Idaho Springs city,1858,43886
2020,2016-2020,Place,38370,Idaho Springs city,1848,54167
2021,2017-2021,Place,38370,Idaho Springs city,2044,63040
2022,2018-2022,Place,38370,Idaho Springs city,2113,72101
2023,2019-2023,Place,38370,Idaho Springs city,1968,85450
2024,2020-2024,Place,38370,Idaho Springs city,1986,89436
2010,2006-2010,Place,38425,Idalia CDP,43,21250
2011,2007-2011,Place,38425,Idalia CDP,72,21875
2012,2008-2012,Place,38425,Idalia CDP,90,24286
2013,2009-2013,Place,38425,Idalia CDP,70,22426
2014,2010-2014,Place,38425,Idalia CDP,69,22202
2015,2011-2015,Place,38425,Idalia CDP,45,
2016,2012-2016,Place,38425,Idalia CDP,47,
2017,2013-2017,Place,38425,Idalia CDP,39,
2018,2014-2018,Place,38425,Idalia CDP,37,38750
2019,2015-2019,Place,38425,Idalia CDP,37,
2020,2016-2020,Place,38425,Idalia CDP,50,152788
2021,2017-2021,Place,38425,Idalia CDP,54,160089
2022,2018-2022,Place,38425,Idalia CDP,77,137375
2023,2019-2023,Place,38425,Idalia CDP,94,144453
2024,2020-2024,Place,38425,Idalia CDP,90,146250
2010,2006-2010,Place,38480,Idledale CDP,223,69741
2011,2007-2011,Place,38480,Idledale CDP,185,74063
2012,2008-2012,Place,38480,Idledale CDP,78,90547
2013,2009-2013,Place,38480,Idledale CDP,194,81705
2014,2010-2014,Place,38480,Idledale CDP,267,80350
2015,2011-2015,Place,38480,Idledale CDP,282,72188
2016,2012-2016,Place,38480,Idledale CDP,316,83250
2017,2013-2017,Place,38480,Idledale CDP,400,84135
2018,2014-2018,Place,38480,Idledale CDP,292,95682
2019,2015-2019,Place,38480,Idledale CDP,168,120352
2020,2016-2020,Place,38480,Idledale CDP,292,122841
2021,2017-2021,Place,38480,Idledale CDP,277,
2022,2018-2022,Place,38480,Idledale CDP,329,
2023,2019-2023,Place,38480,Idledale CDP,306,
2024,2020-2024,Place,38480,Idledale CDP,297,
2009,2005-2009,Place,38535,Ignacio town,872,43889
2010,2006-2010,Place,38535,Ignacio town,873,45000
2011,2007-2011,Place,38535,Ignacio town,1015,40156
2012,2008-2012,Place,38535,Ignacio town,864,50625
2013,2009-2013,Place,38535,Ignacio town,815,49375
2014,2010-2014,Place,38535,Ignacio town,832,50547
2015,2011-2015,Place,38535,Ignacio town,887,48333
2016,2012-2016,Place,38535,Ignacio town,867,50250
2017,2013-2017,Place,38535,Ignacio town,883,56667
2018,2014-2018,Place,38535,Ignacio town,1282,50625
2019,2015-2019,Place,38535,Ignacio town,1259,51336
2020,2016-2020,Place,38535,Ignacio town,1411,52143
2021,2017-2021,Place,38535,Ignacio town,1319,58450
2022,2018-2022,Place,38535,Ignacio town,1257,62833
2023,2019-2023,Place,38535,Ignacio town,1255,65759
2024,2020-2024,Place,38535,Ignacio town,1250,67593
2009,2005-2009,Place,38590,Iliff town,223,31406
2010,2006-2010,Place,38590,Iliff town,247,31442
2011,2007-2011,Place,38590,Iliff town,287,31705
2012,2008-2012,Place,38590,Iliff town,286,35313
2013,2009-2013,Place,38590,Iliff town,270,32500
2014,2010-2014,Place,38590,Iliff town,239,35250
2015,2011-2015,Place,38590,Iliff town,212,36250
2016,2012-2016,Place,38590,Iliff town,193,33125
2017,2013-2017,Place,38590,Iliff town,236,38611
2018,2014-2018,Place,38590,Iliff town,326,36875
2019,2015-2019,Place,38590,Iliff town,318,40909
2020,2016-2020,Place,38590,Iliff town,345,42308
2021,2017-2021,Place,38590,Iliff town,338,44875
2022,2018-2022,Place,38590,Iliff town,333,70750
2023,2019-2023,Place,38590,Iliff town,276,73750
2024,2020-2024,Place,38590,Iliff town,268,57500
2009,2005-2009,Place,38810,Indian Hills CDP,1088,89643
2010,2006-2010,Place,38810,Indian Hills CDP,1003,101250
2011,2007-2011,Place,38810,Indian Hills CDP,988,92935
2012,2008-2012,Place,38810,Indian Hills CDP,1138,126667
2013,2009-2013,Place,38810,Indian Hills CDP,1246,81900
2014,2010-2014,Place,38810,Indian Hills CDP,1181,80347
2015,2011-2015,Place,38810,Indian Hills CDP,1380,83269
2016,2012-2016,Place,38810,Indian Hills CDP,1335,83082
2017,2013-2017,Place,38810,Indian Hills CDP,1381,83935
2018,2014-2018,Place,38810,Indian Hills CDP,1408,110283
2019,2015-2019,Place,38810,Indian Hills CDP,1398,114470
2020,2016-2020,Place,38810,Indian Hills CDP,1363,126583
2021,2017-2021,Place,38810,Indian Hills CDP,1545,145119
2022,2018-2022,Place,38810,Indian Hills CDP,1445,166429
2023,2019-2023,Place,38810,Indian Hills CDP,1320,173125
2024,2020-2024,Place,38810,Indian Hills CDP,986,178980
2010,2006-2010,Place,38910,Inverness CDP,453,55000
2011,2007-2011,Place,38910,Inverness CDP,751,58095
2012,2008-2012,Place,38910,Inverness CDP,992,74000
2013,2009-2013,Place,38910,Inverness CDP,1708,90075
2014,2010-2014,Place,38910,Inverness CDP,1968,90795
2015,2011-2015,Place,38910,Inverness CDP,1109,98717
2016,2012-2016,Place,38910,Inverness CDP,1189,93438
2017,2013-2017,Place,38910,Inverness CDP,1808,100033
2018,2014-2018,Place,38910,Inverness CDP,1465,98000
2019,2015-2019,Place,38910,Inverness CDP,1567,103462
2020,2016-2020,Place,38910,Inverness CDP,1863,106170
2021,2017-2021,Place,38910,Inverness CDP,2342,109191
2022,2018-2022,Place,38910,Inverness CDP,2772,109339
2023,2019-2023,Place,38910,Inverness CDP,3088,104636
2024,2020-2024,Place,38910,Inverness CDP,2934,109135
2010,2006-2010,Place,39160,Jackson Lake CDP,133,34583
2011,2007-2011,Place,39160,Jackson Lake CDP,114,32750
2012,2008-2012,Place,39160,Jackson Lake CDP,119,32500
2013,2009-2013,Place,39160,Jackson Lake CDP,147,31964
2014,2010-2014,Place,39160,Jackson Lake CDP,168,34545
2015,2011-2015,Place,39160,Jackson Lake CDP,178,36339
2016,2012-2016,Place,39160,Jackson Lake CDP,246,39375
2017,2013-2017,Place,39160,Jackson Lake CDP,233,42031
2018,2014-2018,Place,39160,Jackson Lake CDP,175,54167
2019,2015-2019,Place,39160,Jackson Lake CDP,174,45750
2020,2016-2020,Place,39160,Jackson Lake CDP,138,47292
2021,2017-2021,Place,39160,Jackson Lake CDP,147,64583
2022,2018-2022,Place,39160,Jackson Lake CDP,165,75625
2023,2019-2023,Place,39160,Jackson Lake CDP,218,
2024,2020-2024,Place,39160,Jackson Lake CDP,238,46458
2009,2005-2009,Place,39195,Jamestown town,227,64286
2010,2006-2010,Place,39195,Jamestown town,278,60833
2011,2007-2011,Place,39195,Jamestown town,320,63295
2012,2008-2012,Place,39195,Jamestown town,284,61042
2013,2009-2013,Place,39195,Jamestown town,251,65227
2014,2010-2014,Place,39195,Jamestown town,266,51875
2015,2011-2015,Place,39195,Jamestown town,256,55313
2016,2012-2016,Place,39195,Jamestown town,219,46071
2017,2013-2017,Place,39195,Jamestown town,218,56500
2018,2014-2018,Place,39195,Jamestown town,195,63125
2019,2015-2019,Place,39195,Jamestown town,202,68068
2020,2016-2020,Place,39195,Jamestown town,250,110417
2021,2017-2021,Place,39195,Jamestown town,281,126250
2022,2018-2022,Place,39195,Jamestown town,287,168063
2023,2019-2023,Place,39195,Jamestown town,255,175125
2024,2020-2024,Place,39195,Jamestown town,324,149375
2010,2006-2010,Place,39250,Jansen CDP,46,23375
2011,2007-2011,Place,39250,Jansen CDP,60,22727
2012,2008-2012,Place,39250,Jansen CDP,120,52386
2013,2009-2013,Place,39250,Jansen CDP,145,51146
2014,2010-2014,Place,39250,Jansen CDP,158,54423
2015,2011-2015,Place,39250,Jansen CDP,131,75552
2016,2012-2016,Place,39250,Jansen CDP,213,51471
2017,2013-2017,Place,39250,Jansen CDP,105,
2018,2014-2018,Place,39250,Jansen CDP,249,52727
2019,2015-2019,Place,39250,Jansen CDP,285,53750
2020,2016-2020,Place,39250,Jansen CDP,224,54519
2021,2017-2021,Place,39250,Jansen CDP,202,29583
2022,2018-2022,Place,39250,Jansen CDP,235,50417
2023,2019-2023,Place,39250,Jansen CDP,94,34301
2024,2020-2024,Place,39250,Jansen CDP,81,33242
2010,2006-2010,Place,39745,Joes CDP,97,35333
2011,2007-2011,Place,39745,Joes CDP,98,35000
2012,2008-2012,Place,39745,Joes CDP,63,37917
2013,2009-2013,Place,39745,Joes CDP,74,39750
2014,2010-2014,Place,39745,Joes CDP,60,41875
2015,2011-2015,Place,39745,Joes CDP,45,55625
2016,2012-2016,Place,39745,Joes CDP,35,42917
2017,2013-2017,Place,39745,Joes CDP,56,56250
2018,2014-2018,Place,39745,Joes CDP,63,
2019,2015-2019,Place,39745,Joes CDP,83,30313
2020,2016-2020,Place,39745,Joes CDP,84,
2021,2017-2021,Place,39745,Joes CDP,72,
2022,2018-2022,Place,39745,Joes CDP,121,
2023,2019-2023,Place,39745,Joes CDP,107,
2024,2020-2024,Place,39745,Joes CDP,105,56250
2010,2006-2010,Place,39800,Johnson Village CDP,342,38770
2011,2007-2011,Place,39800,Johnson Village CDP,330,38776
2012,2008-2012,Place,39800,Johnson Village CDP,47,
2013,2009-2013,Place,39800,Johnson Village CDP,83,
2014,2010-2014,Place,39800,Johnson Village CDP,276,22625
2015,2011-2015,Place,39800,Johnson Village CDP,224,
2016,2012-2016,Place,39800,Johnson Village CDP,362,
2017,2013-2017,Place,39800,Johnson Village CDP,484,
2018,2014-2018,Place,39800,Johnson Village CDP,564,
2019,2015-2019,Place,39800,Johnson Village CDP,386,55993
2020,2016-2020,Place,39800,Johnson Village CDP,489,56210
2021,2017-2021,Place,39800,Johnson Village CDP,296,60975
2022,2018-2022,Place,39800,Johnson Village CDP,314,65655
2023,2019-2023,Place,39800,Johnson Village CDP,199,45757
2024,2020-2024,Place,39800,Johnson Village CDP,129,
2009,2005-2009,Place,39855,Johnstown town,8300,73179
2010,2006-2010,Place,39855,Johnstown town,8656,70379
2011,2007-2011,Place,39855,Johnstown town,9167,69919
2012,2008-2012,Place,39855,Johnstown town,9748,72653
2013,2009-2013,Place,39855,Johnstown town,10562,74752
2014,2010-2014,Place,39855,Johnstown town,11639,78298
2015,2011-2015,Place,39855,Johnstown town,12818,81313
2016,2012-2016,Place,39855,Johnstown town,14379,83264
2017,2013-2017,Place,39855,Johnstown town,14386,85339
2018,2014-2018,Place,39855,Johnstown town,14278,90240
2019,2015-2019,Place,39855,Johnstown town,14910,100025
2020,2016-2020,Place,39855,Johnstown town,14357,115069
2021,2017-2021,Place,39855,Johnstown town,16596,109395
2022,2018-2022,Place,39855,Johnstown town,17327,120395
2023,2019-2023,Place,39855,Johnstown town,18075,130851
2024,2020-2024,Place,39855,Johnstown town,18883,128995
2009,2005-2009,Place,39965,Julesburg town,1392,31193
2010,2006-2010,Place,39965,Julesburg town,1382,29375
2011,2007-2011,Place,39965,Julesburg town,1318,30197
2012,2008-2012,Place,39965,Julesburg town,1259,33500
2013,2009-2013,Place,39965,Julesburg town,1294,36806
2014,2010-2014,Place,39965,Julesburg town,1176,41042
2015,2011-2015,Place,39965,Julesburg town,1218,41500
2016,2012-2016,Place,39965,Julesburg town,1242,47036
2017,2013-2017,Place,39965,Julesburg town,1299,52500
2018,2014-2018,Place,39965,Julesburg town,1259,45673
2019,2015-2019,Place,39965,Julesburg town,1259,41442
2020,2016-2020,Place,39965,Julesburg town,1246,42375
2021,2017-2021,Place,39965,Julesburg town,1226,36333
2022,2018-2022,Place,39965,Julesburg town,1187,37232
2023,2019-2023,Place,39965,Julesburg town,1193,48056
2024,2020-2024,Place,39965,Julesburg town,1181,43500
2009,2005-2009,Place,40185,Keenesburg town,879,54737
2010,2006-2010,Place,40185,Keenesburg town,1142,54583
2011,2007-2011,Place,40185,Keenesburg town,1264,53194
2012,2008-2012,Place,40185,Keenesburg town,1196,46607
2013,2009-2013,Place,40185,Keenesburg town,1514,45888
2014,2010-2014,Place,40185,Keenesburg town,1401,49635
2015,2011-2015,Place,40185,Keenesburg town,1319,53264
2016,2012-2016,Place,40185,Keenesburg town,1227,51250
2017,2013-2017,Place,40185,Keenesburg town,1394,64348
2018,2014-2018,Place,40185,Keenesburg town,1380,74438
2019,2015-2019,Place,40185,Keenesburg town,1312,75474
2020,2016-2020,Place,40185,Keenesburg town,1774,75966
2021,2017-2021,Place,40185,Keenesburg town,1546,81964
2022,2018-2022,Place,40185,Keenesburg town,1669,86827
2023,2019-2023,Place,40185,Keenesburg town,1866,83490
2024,2020-2024,Place,40185,Keenesburg town,2347,83950
2009,2005-2009,Place,40377,Ken Caryl CDP,33620,81689
2010,2006-2010,Place,40377,Ken Caryl CDP,33657,84153
2011,2007-2011,Place,40377,Ken Caryl CDP,34083,86979
2012,2008-2012,Place,40377,Ken Caryl CDP,33987,87677
2013,2009-2013,Place,40377,Ken Caryl CDP,33617,85945
2014,2010-2014,Place,40377,Ken Caryl CDP,32944,85655
2015,2011-2015,Place,40377,Ken Caryl CDP,33021,85887
2016,2012-2016,Place,40377,Ken Caryl CDP,32883,86000
2017,2013-2017,Place,40377,Ken Caryl CDP,33087,86554
2018,2014-2018,Place,40377,Ken Caryl CDP,33804,89291
2019,2015-2019,Place,40377,Ken Caryl CDP,34040,93856
2020,2016-2020,Place,40377,Ken Caryl CDP,33815,97344
2021,2017-2021,Place,40377,Ken Caryl CDP,33889,101258
2022,2018-2022,Place,40377,Ken Caryl CDP,33505,113459
2023,2019-2023,Place,40377,Ken Caryl CDP,33407,116838
2024,2020-2024,Place,40377,Ken Caryl CDP,33233,118269
2009,2005-2009,Place,40515,Kersey town,1466,54583
2010,2006-2010,Place,40515,Kersey town,1454,57303
2011,2007-2011,Place,40515,Kersey town,1357,47917
2012,2008-2012,Place,40515,Kersey town,1297,46964
2013,2009-2013,Place,40515,Kersey town,1307,48438
2014,2010-2014,Place,40515,Kersey town,1533,50764
2015,2011-2015,Place,40515,Kersey town,1585,55179
2016,2012-2016,Place,40515,Kersey town,1664,65000
2017,2013-2017,Place,40515,Kersey town,1825,66607
2018,2014-2018,Place,40515,Kersey town,1760,74861
2019,2015-2019,Place,40515,Kersey town,1852,76250
2020,2016-2020,Place,40515,Kersey town,1879,62083
2021,2017-2021,Place,40515,Kersey town,1533,61528
2022,2018-2022,Place,40515,Kersey town,1453,61111
2023,2019-2023,Place,40515,Kersey town,1318,61136
2024,2020-2024,Place,40515,Kersey town,1064,68281
2009,2005-2009,Place,40550,Keystone CDP,585,55711
2010,2006-2010,Place,40550,Keystone CDP,765,50953
2011,2007-2011,Place,40550,Keystone CDP,1078,52750
2012,2008-2012,Place,40550,Keystone CDP,1048,42273
2013,2009-2013,Place,40550,Keystone CDP,1235,62659
2014,2010-2014,Place,40550,Keystone CDP,1243,47414
2015,2011-2015,Place,40550,Keystone CDP,1067,66383
2016,2012-2016,Place,40550,Keystone CDP,877,72523
2017,2013-2017,Place,40550,Keystone CDP,1187,70188
2018,2014-2018,Place,40550,Keystone CDP,978,66579
2019,2015-2019,Place,40550,Keystone CDP,908,76488
2020,2016-2020,Place,40550,Keystone CDP,799,43232
2021,2017-2021,Place,40550,Keystone CDP,611,43337
2022,2018-2022,Place,40550,Keystone CDP,995,48847
2023,2019-2023,Place,40550,Keystone CDP,1111,51369
2024,2020-2024,Place,40550,Keystone CDP,1216,51591
2009,2005-2009,Place,40570,Kim town,167,32500
2010,2006-2010,Place,40570,Kim town,111,34500
2011,2007-2011,Place,40570,Kim town,100,38000
2012,2008-2012,Place,40570,Kim town,114,42250
2013,2009-2013,Place,40570,Kim town,68,33750
2014,2010-2014,Place,40570,Kim town,64,30313
2015,2011-2015,Place,40570,Kim town,61,31875
2016,2012-2016,Place,40570,Kim town,67,31250
2017,2013-2017,Place,40570,Kim town,91,32045
2018,2014-2018,Place,40570,Kim town,85,31458
2019,2015-2019,Place,40570,Kim town,77,31719
2020,2016-2020,Place,40570,Kim town,71,30972
2021,2017-2021,Place,40570,Kim town,53,33594
2022,2018-2022,Place,40570,Kim town,51,28750
2023,2019-2023,Place,40570,Kim town,63,28750
2024,2020-2024,Place,40570,Kim town,78,28125
2009,2005-2009,Place,40790,Kiowa town,693,40000
2010,2006-2010,Place,40790,Kiowa town,627,41167
2011,2007-2011,Place,40790,Kiowa town,778,45764
2012,2008-2012,Place,40790,Kiowa town,828,46544
2013,2009-2013,Place,40790,Kiowa town,809,47727
2014,2010-2014,Place,40790,Kiowa town,915,52778
2015,2011-2015,Place,40790,Kiowa town,859,58750
2016,2012-2016,Place,40790,Kiowa town,843,61719
2017,2013-2017,Place,40790,Kiowa town,797,62000
2018,2014-2018,Place,40790,Kiowa town,809,57292
2019,2015-2019,Place,40790,Kiowa town,811,49943
2020,2016-2020,Place,40790,Kiowa town,663,46719
2021,2017-2021,Place,40790,Kiowa town,648,49609
2022,2018-2022,Place,40790,Kiowa town,609,53500
2023,2019-2023,Place,40790,Kiowa town,704,62917
2024,2020-2024,Place,40790,Kiowa town,673,92625
2010,2006-2010,Place,40900,Kirk CDP,136,56176
2011,2007-2011,Place,40900,Kirk CDP,37,65833
2012,2008-2012,Place,40900,Kirk CDP,46,21875
2013,2009-2013,Place,40900,Kirk CDP,54,21667
2014,2010-2014,Place,40900,Kirk CDP,77,44375
2015,2011-2015,Place,40900,Kirk CDP,102,46786
2016,2012-2016,Place,40900,Kirk CDP,88,46250
2017,2013-2017,Place,40900,Kirk CDP,74,
2018,2014-2018,Place,40900,Kirk CDP,88,
2019,2015-2019,Place,40900,Kirk CDP,80,48125
2020,2016-2020,Place,40900,Kirk CDP,81,50938
2021,2017-2021,Place,40900,Kirk CDP,79,54375
2022,2018-2022,Place,40900,Kirk CDP,75,68333
2023,2019-2023,Place,40900,Kirk CDP,29,95833
2024,2020-2024,Place,40900,Kirk CDP,26,97857
2009,2005-2009,Place,41010,Kit Carson town,168,56250
2010,2006-2010,Place,41010,Kit Carson town,322,58125
2011,2007-2011,Place,41010,Kit Carson town,344,53750
2012,2008-2012,Place,41010,Kit Carson town,380,69063
2013,2009-2013,Place,41010,Kit Carson town,393,61250
2014,2010-2014,Place,41010,Kit Carson town,317,58750
2015,2011-2015,Place,41010,Kit Carson town,263,45000
2016,2012-2016,Place,41010,Kit Carson town,252,37500
2017,2013-2017,Place,41010,Kit Carson town,282,34375
2018,2014-2018,Place,41010,Kit Carson town,272,34318
2019,2015-2019,Place,41010,Kit Carson town,310,49091
2020,2016-2020,Place,41010,Kit Carson town,363,62500
2021,2017-2021,Place,41010,Kit Carson town,254,51667
2022,2018-2022,Place,41010,Kit Carson town,228,54792
2023,2019-2023,Place,41010,Kit Carson town,210,57273
2024,2020-2024,Place,41010,Kit Carson town,273,59875
2009,2005-2009,Place,41065,Kittredge CDP,965,73321
2010,2006-2010,Place,41065,Kittredge CDP,1066,81875
2011,2007-2011,Place,41065,Kittredge CDP,1285,71394
2012,2008-2012,Place,41065,Kittredge CDP,1330,73884
2013,2009-2013,Place,41065,Kittredge CDP,1154,67895
2014,2010-2014,Place,41065,Kittredge CDP,1314,56121
2015,2011-2015,Place,41065,Kittredge CDP,1324,55958
2016,2012-2016,Place,41065,Kittredge CDP,1118,63512
2017,2013-2017,Place,41065,Kittredge CDP,853,98194
2018,2014-2018,Place,41065,Kittredge CDP,998,101708
2019,2015-2019,Place,41065,Kittredge CDP,964,126364
2020,2016-2020,Place,41065,Kittredge CDP,954,127042
2021,2017-2021,Place,41065,Kittredge CDP,1023,133306
2022,2018-2022,Place,41065,Kittredge CDP,1021,143147
2023,2019-2023,Place,41065,Kittredge CDP,843,149758
2024,2020-2024,Place,41065,Kittredge CDP,812,222500
2009,2005-2009,Place,41560,Kremmling town,1635,56010
2010,2006-2010,Place,41560,Kremmling town,1787,42337
2011,2007-2011,Place,41560,Kremmling town,2039,56989
2012,2008-2012,Place,41560,Kremmling town,2062,58109
2013,2009-2013,Place,41560,Kremmling town,1762,52578
2014,2010-2014,Place,41560,Kremmling town,1957,52596
2015,2011-2015,Place,41560,Kremmling town,2090,58500
2016,2012-2016,Place,41560,Kremmling town,1741,51705
2017,2013-2017,Place,41560,Kremmling town,1476,46429
2018,2014-2018,Place,41560,Kremmling town,1684,52206
2019,2015-2019,Place,41560,Kremmling town,1673,52621
2020,2016-2020,Place,41560,Kremmling town,1618,55625
2021,2017-2021,Place,41560,Kremmling town,1697,57454
2022,2018-2022,Place,41560,Kremmling town,1779,64141
2023,2019-2023,Place,41560,Kremmling town,1844,72650
2024,2020-2024,Place,41560,Kremmling town,1807,77407
